"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Earliest Priority Date,Title,Applicants,Inventors,Owners,URL,Document Type,Legal Status
292,RU,C1,RU 2670207 C1,129-597-068-703-013,2018-10-19,2018,RU 2017145869 A,2017-12-26,2017-12-26,SET OF SYNTHETIC OLIGONUCLEOTIDES FOR IDENTIFICATION OF GARDNERELLA VAGINALIS DNA IN VAGINAL MUCOSA,OOO NEKSTBIO,KONOVALOV ANDREJ SERGEEVICH;;DYAKOV LEONID MAKSIMOVICH,,https://lens.org/129-597-068-703-013,Granted Patent,INACTIVE
293,RU,C1,RU 2670206 C1,112-228-025-665-327,2018-10-19,2018,RU 2017145864 A,2017-12-26,2017-12-26,SET OF SYNTHETIC OLIGONUCLEOTIDES FOR IDENTIFICATION OF ATOPOBIUM VAGINAE DNA IN VAGINAL MUCOSA,OBSHCHESTVO S OGRANICHENNOJ OTVETSTVENNOSTYU NEKSTBIO,KONOVALOV ANDREJ SERGEEVICH;;DYAKOV LEONID MAKSIMOVICH,,https://lens.org/112-228-025-665-327,Granted Patent,INACTIVE
294,WO,A1,WO 2018/050862 A1,128-137-638-431-678,2018-03-22,2018,EP 2017073357 W,2017-09-15,2016-09-19,ORGANOID ARRAYS,ECOLE POLYTECHNIQUE FED LAUSANNE EPFL,HOEHNEL SYLKE;;BRANDENBERG NATHALIE;;LUTOLF MATTHIAS,,https://lens.org/128-137-638-431-678,Patent Application,PENDING
295,CN,A,CN 112080440 A,135-540-597-788-630,2020-12-15,2020,CN 202011028630 A,2020-09-24,2020-09-24,Saccharomyces cerevisiae engineering bacteria for producing farnesene and application thereof,UNIV JIANGNAN,SHI GUIYANG;;WANG JUNHUA;;LI YOURAN;;ZHU HUILIN;;ZHANG LIANG;;DING CHONGYANG;;XU SHA;;GU ZHENGHUA,,https://lens.org/135-540-597-788-630,Patent Application,PENDING
296,EP,A1,EP 3296018 A1,069-221-135-305-024,2018-03-21,2018,EP 16189510 A,2016-09-19,2016-09-19,ORGANOID ARRAYS,ECOLE POLYTECHNIQUE FED LAUSANNE EPFL,HOEHNEL SYLKE;;BRANDENBERG NATHALIE;;LUTOLF MATTHIAS,,https://lens.org/069-221-135-305-024,Patent Application,DISCONTINUED
297,CN,A,CN 108913613 A,083-308-125-339-035,2018-11-30,2018,CN 201810764818 A,2018-07-12,2018-07-12,Strain and application thereof in improving yield of microbial secondary metabolites,UNIV TIANJIN,YUAN YINGJIN;;JIA BIN;;WANG JUAN,,https://lens.org/083-308-125-339-035,Patent Application,DISCONTINUED
298,US,A1,US 2011/0092687 A1,174-246-804-081-636,2011-04-21,2011,US 98890609 A,2009-04-20,2008-04-22,STABLE LYSIS BUFFER MIXTURE FOR EXTRACTING NUCLEIC ACIDS,BENDZKO PETER;;JOOS HANS,BENDZKO PETER;;JOOS HANS,,https://lens.org/174-246-804-081-636,Patent Application,DISCONTINUED
299,KR,A,KR 20090021246 A,052-736-240-996-221,2009-03-02,2009,KR 20080077393 A,2008-08-07,2007-08-25,METHOD AND INSTALLATION FOR THE PURIFICATION OF GAS,KOPF KLARSCHLAMMVERWERTUNGS GM,GAIFFI MICHAEL;;BURGBACHER CHRISTIAN;;HUBER MARCEL;;ROSCHITZ CHRISTIAN;;KLEINHAPPL MARKUS,,https://lens.org/052-736-240-996-221,Patent Application,DISCONTINUED
300,CN,A,CN 101851306 A,009-279-402-231-054,2010-10-06,2010,CN 201010203426 A,2010-06-21,2010-06-21,Synthetic method of polystyrene macromolecular ligand,UNIV HARBIN ENG,FANGBIN LIU;;CHUNHONG ZHANG,,https://lens.org/009-279-402-231-054,Patent Application,INACTIVE
301,WO,A1,WO 2013/073483 A1,075-224-736-083-544,2013-05-23,2013,JP 2012079182 W,2012-11-09,2011-11-14,METHOD FOR PRODUCING MYO-INOSITOL AND MYO-INOSITOL DERIVATIVE,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,,https://lens.org/075-224-736-083-544,Patent Application,PENDING
302,RU,C1,RU 2663453 C1,072-515-326-321-782,2018-08-06,2018,RU 2017145857 A,2017-12-26,2017-12-26,"SET OF SYNTHETIC OLIGONUCLEOTIDS FOR QUANTITATIVE DETERMINATION DNA UREAPLASMA PARVUM, UREAPLASMA UREALYTICUM AND MYCOPLASMA HOMINIS IN THE VAGINAL MUCOSA",OOO NEKSTBIO,KONOVALOV ANDREJ SERGEEVICH;;DYAKOV LEONID MAKSIMOVICH,,https://lens.org/072-515-326-321-782,Granted Patent,INACTIVE
303,RU,C1,RU 2390563 C1,113-579-957-816-851,2010-05-27,2010,RU 2008141402 A,2008-10-21,2008-10-21,RECOMBINANT VIRAL VECTOR FOR PRODUCING RED ROT VIRAL PROTEIN E1 IN PLANTS (VERSIONS) AND RED ROT VIRAL PROTEIN E1 EXPRESSION SYSTEM IN PLANT CELLS (VERSIONS),UCHREZHDENIE ROSSIJSKOJ AKADEM,KOTLJAROV ROMAN JUR EVICH;;MARDANOVA EVGENIJA SERGEEVNA;;RAVIN NIKOLAJ VIKTOROVICH;;SVESHNIKOV PETR GEORGIEVICH;;SKRJABIN KONSTANTIN GEORGIEVICH,,https://lens.org/113-579-957-816-851,Granted Patent,INACTIVE
304,TW,A,TW 201333205 A,028-858-882-875-910,2013-08-16,2013,TW 101142354 A,2012-11-14,2011-11-14,Method of production of myo-inositol and myo-inositol derivative,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,,https://lens.org/028-858-882-875-910,Patent of Addition,ACTIVE
305,EP,A1,EP 2921558 A1,030-470-409-235-820,2015-09-23,2015,EP 15164549 A,2012-11-09,2011-11-14,METHOD FOR PRODUCING MYO-INOSITOL AND MYO-INOSITOL DERIVATIVE,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,ASAHI KASEI KABUSHIKI KAISHA (2017-10-18),https://lens.org/030-470-409-235-820,Patent Application,ACTIVE
306,EP,A1,EP 2781600 A1,079-626-734-690-532,2014-09-24,2014,EP 12850141 A,2012-11-09,2011-11-14,METHOD FOR PRODUCING MYO-INOSITOL AND MYO-INOSITOL DERIVATIVE,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,ASAHI KASEI KABUSHIKI KAISHA (2019-08-28),https://lens.org/079-626-734-690-532,Patent Application,ACTIVE
307,CN,A,CN 104004790 A,062-071-512-123-483,2014-08-27,2014,CN 201410271433 A,2014-06-18,2013-12-23,Method for producing medium-chain alkanes,UNIV BEIJING CHEMICAL,HONG YAN;;TIANWEI TAN;;LI DENG;;FANG WANG;;LUO LIU,,https://lens.org/062-071-512-123-483,Patent Application,DISCONTINUED
308,CN,B,CN 101851306 B,054-783-609-143-611,2011-11-16,2011,CN 201010203426 A,2010-06-21,2010-06-21,Synthetic method of polystyrene macromolecular ligand,UNIV HARBIN ENG,FANGBIN LIU;;CHUNHONG ZHANG,,https://lens.org/054-783-609-143-611,Granted Patent,INACTIVE
309,EP,A1,EP 2249160 A1,031-924-120-745-707,2010-11-10,2010,EP 09305359 A,2009-04-27,2009-04-27,VDAC3-S as a cell marker,CENTRE NAT RECH SCIENT,MAZURE NATHALIE,,https://lens.org/031-924-120-745-707,Patent Application,DISCONTINUED
310,CN,A,CN 104271756 A,101-203-857-246-723,2015-01-07,2015,CN 201280050798 A,2012-11-09,2011-11-14,Method for producing myo-inositol and myo-inositol derivative,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,,https://lens.org/101-203-857-246-723,Patent Application,PENDING
311,WO,A9,WO 2013/073483 A9,191-613-993-623-438,2013-07-25,2013,JP 2012079182 W,2012-11-09,2011-11-14,METHOD FOR PRODUCING MYO-INOSITOL AND MYO-INOSITOL DERIVATIVE,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,,https://lens.org/191-613-993-623-438,Search Report,PENDING
312,US,A1,US 2014/0296497 A1,125-183-760-114-471,2014-10-02,2014,US 201214343585 A,2012-11-09,2011-11-14,Method for Producing Myo-Inositol and Myo-Inositol Derivative,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,ASAHI KASEI CHEMICALS CORPORATION (2014-03-19),https://lens.org/125-183-760-114-471,Patent Application,ACTIVE
313,CN,A,CN 115176018 A,147-574-578-506-299,2022-10-11,2022,CN 202180017074 A,2021-03-01,2020-03-04,Shuttle vectors for expression in escherichia coli and bacillus,BASF SE,FELLE MAX FABIAN;;SAUER CHRISTIAN;;WELCH NICHOLAS;;APPELBAUM MARK;;SCHWEDEL THOMAS,,https://lens.org/147-574-578-506-299,Patent Application,PENDING
314,US,B2,US 9365603 B2,077-416-843-230-06X,2016-06-14,2016,US 201214343585 A,2012-11-09,2011-11-14,Method for producing myo-inositol and myo-inositol derivative,ASAHI KASEI CHEMICALS CORP,KONISHI KAZUNOBU;;IMAZU SHINICHI;;SATO MAYUMI,ASAHI KASEI CHEMICALS CORPORATION (2014-03-19),https://lens.org/077-416-843-230-06X,Granted Patent,ACTIVE
315,WO,A1,WO 2022/021679 A1,026-861-790-861-647,2022-02-03,2022,CN 2020129562 W,2020-11-17,2020-07-31,"AUTOMATIC CASTING PLATFORM INTEGRATED SYSTEM APPLIED TO SYNTHETIC BIOLOGY, AND AUTOMATIC BIOSYNTHESIS METHOD",SHENZHEN INST OF ADV TECH CAS,HE KAI;;CHEN SHU;;ZHAO WENLIANG;;FANG HAITAO,,https://lens.org/026-861-790-861-647,Patent Application,PENDING
316,CN,A,CN 111966063 A,064-475-048-673-177,2020-11-20,2020,CN 202010757833 A,2020-07-31,2020-07-31,Automatic casting platform integrated system applied to synthetic biology and automatic biosynthesis method,SHENZHEN INST OF ADV TECH CAS,HE KAI;;CHEN SHU;;ZHAO WENLIANG;;FANG HAITAO,,https://lens.org/064-475-048-673-177,Patent Application,ACTIVE
317,US,A1,US 2020/0010797 A1,168-591-461-659-124,2020-01-09,2020,US 201716334061 A,2017-09-15,2016-09-19,ORGANOID ARRAYS,ECOLE POLYTECHNIQUE FED LAUSANNE EPFL,HOEHNEL SYLKE;;BRANDENBERG NATHALIE;;LUTOLF MATTHIAS,,https://lens.org/168-591-461-659-124,Patent Application,DISCONTINUED
318,CN,A,CN 115386593 A,020-751-048-172-622,2022-11-25,2022,CN 202210573293 A,2022-05-24,2021-05-24,Novel coronavirus vaccine generation system and method based on synthetic biology self-assembly,UNIV NANJING,ZHANG CHENYU;;ZHAN SHOUBIN;;CHEN XI;;ZHOU SHENGKAI,,https://lens.org/020-751-048-172-622,Patent Application,PENDING
319,AU,A1,AU 2021/219964 A1,183-412-328-133-761,2022-09-29,2022,AU 2021/219964 A,2021-02-12,2020-02-14,Production of glycosylated product in host cells,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF,,https://lens.org/183-412-328-133-761,Patent Application,PENDING
320,WO,A2,WO 2019/079775 A2,158-548-337-886-008,2019-04-25,2019,US 2018/0056794 W,2018-10-19,2017-10-20,A HIGHLY ERROR-PRONE ORTHOGONAL DNA REPLICATION SYSTEM FOR TARGETED CONTINUOUS EVOLUTION IN VIVO,UNIV CALIFORNIA,LIU CHANG;;RAVIKUMAR ARJUN;;ARZUMANYAN GARRI;;JAVANPOUR ALEX,,https://lens.org/158-548-337-886-008,Patent Application,PENDING
321,US,A1,US 2022/0235115 A1,024-159-738-810-102,2022-07-28,2022,US 202217719194 A,2022-04-12,2014-12-08,Soluble Universal ADCC-Enhancing Synthetic Fusion Gene and Peptide Technology and Its Use Thereof,1GLOBE BIOMEDICAL CO LTD,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/024-159-738-810-102,Patent Application,PENDING
322,CN,A,CN 111269922 A,079-510-677-129-188,2020-06-12,2020,CN 202010156593 A,2020-03-09,2020-03-09,"Gene for improving content of beta-carotene, encoded protein and application thereof",UNIV SOUTHWEST JIAOTONG,ZHOU JIAYU;;LIAO HAI;;ZHENG QIAOMU;;LIAO DONGYING;;DENG YIN,,https://lens.org/079-510-677-129-188,Patent Application,PENDING
323,CA,C,CA 2968987 C,092-508-791-715-47X,2022-05-10,2022,CA 2968987 A,2015-12-08,2014-12-08,SOLUBLE UNIVERSAL ADCC-ENHANCING SYNTHETIC FUSION GENE AND PEPTIDE TECHNOLOGY AND ITS USE THEREOF,1GLOBE BIOMEDICAL CO LTD,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/092-508-791-715-47X,Granted Patent,PENDING
324,WO,A3,WO 2021/160827 A3,052-180-215-852-41X,2021-12-23,2021,EP 2021053497 W,2021-02-12,2020-02-14,PRODUCTION OF GLYCOSYLATED PRODUCT IN HOST CELLS,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF,,https://lens.org/052-180-215-852-41X,Search Report,PENDING
325,US,A1,US 2018/0251478 A1,187-190-139-887-251,2018-09-06,2018,US 201615755283 A,2016-08-26,2015-08-26,"COMPOUNDS AS STIMULI-RESPONSIVE PROBES, METHODS AND APPLICATIONS THEREOF",JAWAHARLAL NEHRU CENTER FOR ADVANCED SCIENT RESEARCH,THIMMAIAH GOVINDARAJU;;NARAYANASWAMY NAGARJUN,JAWAHARLAL NEHRU CENTRE FOR ADVANCED SCIENTIFIC RESEARCH (2018-03-15),https://lens.org/187-190-139-887-251,Patent Application,ACTIVE
326,CA,A1,CA 3188909 A1,191-610-012-999-857,2022-02-17,2022,CA 3188909 A,2021-08-10,2020-08-10,PRODUCTION OF AN OLIGOSACCHARIDE MIXTURE BY A CELL,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAA;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/191-610-012-999-857,Patent Application,PENDING
327,EP,A4,EP 3953448 A4,013-828-645-422-844,2023-03-29,2023,EP 20786863 A,2020-04-08,2019-04-08,USING SYNTHETIC LIXIVIANT BIOLOGY FOR THE RECOVERY OF PRECIOUS AND TOXIC METALS FROM ANTHROPOGENIC SOURCES,NAT UNIV SINGAPORE,YEW WEN SHAN;;GO MAYBELLE DARLENE KHO;;LIOW LU TING;;RAJASABHAI RASHMI,,https://lens.org/013-828-645-422-844,Search Report,PENDING
328,EP,A2,EP 3953448 A2,073-316-626-644-043,2022-02-16,2022,EP 20786863 A,2020-04-08,2019-04-08,USING SYNTHETIC LIXIVIANT BIOLOGY FOR THE RECOVERY OF PRECIOUS AND TOXIC METALS FROM ANTHROPOGENIC SOURCES,NAT UNIV SINGAPORE,YEW WEN SHAN;;GO MAYBELLE DARLENE KHO;;LIOW LU TING;;RAJASABHAI RASHMI,,https://lens.org/073-316-626-644-043,Patent Application,PENDING
329,US,B2,US 10544167 B2,030-102-534-695-608,2020-01-28,2020,US 201615755283 A,2016-08-26,2015-08-26,"Compounds as stimuli-responsive probes, methods and applications thereof",JAWAHARLAL NEHRU CENTRE FOR ADVANCED SCIENT RESEARCH,THIMMAIAH GOVINDARAJU;;NARAYANASWAMY NAGARJUN,JAWAHARLAL NEHRU CENTRE FOR ADVANCED SCIENTIFIC RESEARCH (2018-03-15),https://lens.org/030-102-534-695-608,Granted Patent,ACTIVE
330,CN,A,CN 113549682 A,064-236-964-074-868,2021-10-26,2021,CN 202110796085 A,2021-07-14,2021-07-14,Detection method of yeast mitosis recombination hotspot,UNIV TIANJIN,XIE ZEXIONG;;YUAN YINGJIN;;FU JUAN;;XIE XINYAN,,https://lens.org/064-236-964-074-868,Patent Application,ACTIVE
331,CA,A1,CA 3171157 A1,074-745-942-271-471,2021-08-19,2021,CA 3171157 A,2021-02-12,2020-02-14,PRODUCTION OF GLYCOSYLATED PRODUCT IN HOST CELLS,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAA;;PETERS GERT;;VANDEWALLE KRISTOF,,https://lens.org/074-745-942-271-471,Patent Application,PENDING
332,SG,A,SG 11202111208R A,009-107-067-120-240,2021-11-29,2021,SG 11202111208R A,2020-04-08,2019-04-08,USING SYNTHETIC LIXIVIANT BIOLOGY FOR THE RECOVERY OF PRECIOUS AND TOXIC METALS FROM ANTHROPOGENIC SOURCES,NAT UNIV SINGAPORE,YEW WEN SHAN;;GO MAYBELLE DARLENE KHO;;LIOW LU TING;;RAJASABHAI RASHMI,,https://lens.org/009-107-067-120-240,Unknown,PENDING
333,CN,A,CN 115087740 A,032-746-953-506-046,2022-09-20,2022,CN 202180014074 A,2021-02-12,2020-02-14,Production of glycosylation products in host cells,INBIOS INC,ESSARTE STEFAN;;BEAUPREZ JORDI;;COUSSEMENT PIETER;;DECONE THIERRY;;RANNOW NEIL;;PETERS GUIDO;;VAN DE WALLE KAREL,,https://lens.org/032-746-953-506-046,Patent Application,PENDING
334,TW,A,TW 202221128 A,049-088-671-200-01X,2022-06-01,2022,TW 110129459 A,2021-08-10,2020-08-10,Process for purification of an oligosaccharide solution produced by cell cultivation or microbial fermentation,INBIOSE NV,BEAUPREZ JOERI;;DELFORCHE MAARTEN;;LEQUEUX GASPARD;;SOETAERT WIM;;VERBRUGGHEN THOMAS,,https://lens.org/049-088-671-200-01X,Patent of Addition,PENDING
335,US,A1,US 2017/0362299 A1,089-429-332-675-970,2017-12-21,2017,US 201515532770 A,2015-12-08,2014-12-08,Soluble Universal ADCC-Enhancing Synthetic Fusion Gene and Peptide Technology and Its Use Thereof,1GLOBE BIOMEDICAL CO LTD,LI CHIANG J;;UNNIRAMAN SHYAM,1GLOBE HEALTH INSTITUTE LLC (2017-06-01);;1GLOBE BIOMEDICAL CO. LTD (2017-05-31),https://lens.org/089-429-332-675-970,Patent Application,DISCONTINUED
336,CN,A,CN 107108718 A,104-449-406-922-154,2017-08-29,2017,CN 201580064820 A,2015-12-08,2014-12-08,Soluble universal adcc-enhancing synthetic fusion gene and peptide technology and its use thereof,1GLOBE HEALTH INST LLC,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/104-449-406-922-154,Patent Application,ACTIVE
337,WO,A1,WO 2016/094456 A1,128-270-428-777-489,2016-06-16,2016,US 2015/0064572 W,2015-12-08,2014-12-08,SOLUBLE UNIVERSAL ADCC-ENHANCING SYNTHETIC FUSION GENE AND PEPTIDE TECHNOLOGY AND ITS USE THEREOF,1GLOBE HEALTH INST LLC,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/128-270-428-777-489,Patent Application,PENDING
338,CN,A,CN 115708871 A,039-746-381-034-614,2023-02-24,2023,CN 202210975450 A,2022-08-15,2021-08-13,Novel synthetic biology self-assembly vaccine generation system and vaccine generation method,UNIV NANJING,ZHANG CHENYU;;CHEN XI;;ZHAN SHOUBIN;;XU RUI;;ZHOU SHENGKAI;;XU YE,,https://lens.org/039-746-381-034-614,Patent Application,PENDING
339,CN,A,CN 1476894 A,029-419-289-435-182,2004-02-25,2004,CN 03126706 A,2003-05-30,2003-05-30,SARS epidemic lung tissue cytoplasmic bacterium purified and refined series vacine and its production method,YU GUOHUA,YU GUOHUA,,https://lens.org/029-419-289-435-182,Patent Application,DISCONTINUED
340,WO,A1,WO 2022/034067 A1,087-351-904-290-903,2022-02-17,2022,EP 2021072261 W,2021-08-10,2020-08-10,PRODUCTION OF AN OLIGOSACCHARIDE MIXTURE BY A CELL,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/087-351-904-290-903,Patent Application,PENDING
341,WO,A2,WO 2021/160827 A2,150-454-379-750-813,2021-08-19,2021,EP 2021053497 W,2021-02-12,2020-02-14,PRODUCTION OF GLYCOSYLATED PRODUCT IN HOST CELLS,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF,,https://lens.org/150-454-379-750-813,Patent Application,PENDING
342,TW,A,TW 202221134 A,031-726-217-300-504,2022-06-01,2022,TW 110129456 A,2021-08-10,2020-08-10,Production of galactosylated di- and oligosaccharides,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAA;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/031-726-217-300-504,Patent of Addition,PENDING
343,US,A1,US 2022/0250063 A1,109-006-537-560-068,2022-08-11,2022,US 202217669251 A,2022-02-10,2021-02-10,"ASSAY SYSTEM, METHODS, AND MULTI-WELL PLATE FOR GAS STIMULATION OF BIOLOGICAL CELLS, PROTEINS OR MATERIALS",KONIKU INC,AGABI OSHIORENOYA E;;PARTHASARATHY VIVEK,KONIKU INC (2021-03-02),https://lens.org/109-006-537-560-068,Patent Application,PENDING
344,AU,B2,AU 2015/360642 B2,124-851-513-790-653,2019-04-04,2019,AU 2015/360642 A,2015-12-08,2014-12-08,Soluble universal ADCC-enhancing synthetic fusion gene and peptide technology and its use thereof,1GLOBE BIOMEDICAL CO LTD,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/124-851-513-790-653,Granted Patent,ACTIVE
345,CN,A,CN 109554415 A,176-034-025-302-207,2019-04-02,2019,CN 201710886608 A,2017-09-27,2017-09-27,Method for increasing thaxtomin fermentation yield,INST MICROBIOLOGY CAS,LOU CHUNBO;;ZHAO XUEJIN,,https://lens.org/176-034-025-302-207,Patent Application,ACTIVE
346,WO,A3,WO 2019/079775 A3,149-291-135-122-483,2019-06-06,2019,US 2018/0056794 W,2018-10-19,2017-10-20,A HIGHLY ERROR-PRONE ORTHOGONAL DNA REPLICATION SYSTEM FOR TARGETED CONTINUOUS EVOLUTION IN VIVO,UNIV CALIFORNIA,LIU CHANG;;RAVIKUMAR ARJUN;;ARZUMANYAN GARRI;;JAVANPOUR ALEX,,https://lens.org/149-291-135-122-483,Search Report,PENDING
347,CN,A,CN 105647912 A,155-638-490-290-294,2016-06-08,2016,CN 201410718616 A,2014-12-01,2014-12-01,Acid resistance expression cassette and screening method thereof,UNIV TSINGHUA;;COFCO NUTRITION & HEALTH RES INST CO LTD;;COFCO BIOCHEMICAL (ANHUI) CO LTD;;COFCO CORP,LIN ZHANGLIN;;LI RIZONG;;ZHANG YAN;;HAO XIAOMING;;LIN HAILONG;;CHEN BO;;LUO ZHIBO;;SU HUIBO;;AN TAI;;ZHENG XIN;;HE TAIBO;;LU ZONGMEI;;WU XIAOYAN,,https://lens.org/155-638-490-290-294,Patent Application,PENDING
348,WO,A1,WO 2017/033163 A1,181-362-683-941-290,2017-03-02,2017,IB 2016055114 W,2016-08-26,2015-08-26,"COMPOUNDS AS STIMULI-RESPONSIVE PROBES, METHODS AND APPLICATIONS THEREOF",JAWAHARLAL NEHRU CENTRE FOR ADVANCED SCIENT RES,THIMMAIAH GOVINDARAJU;;NARAYANASWAMY NAGARJUN,,https://lens.org/181-362-683-941-290,Patent Application,PENDING
349,CA,A1,CA 2996666 A1,193-533-384-646-661,2017-03-02,2017,CA 2996666 A,2016-08-26,2015-08-26,"COMPOUNDS AS STIMULI-RESPONSIVE PROBES, METHODS AND APPLICATIONS THEREOF",JAWAHARLAL NEHRU CENTRE FOR ADVANCED SCIENT RESEARCH,THIMMAIAH GOVINDARAJU;;NARAYANASWAMY NAGARJUN,,https://lens.org/193-533-384-646-661,Patent Application,DISCONTINUED
350,AU,A1,AU 2021/324068 A1,080-274-252-049-696,2023-03-30,2023,AU 2021/324068 A,2021-08-10,2020-08-10,Production of an oligosaccharide mixture by a cell,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAÄ;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/080-274-252-049-696,Patent Application,PENDING
351,WO,A1,WO 2022/173964 A1,174-022-132-592-78X,2022-08-18,2022,US 2022/0015997 W,2022-02-10,2021-02-10,"ASSAY SYSTEM, METHODS, AND MULTI-WELL PLATE FOR GAS STIMULATION OF BIOLOGICAL CELLS, PROTEINS OR MATERIALS",KONIKU INC,AGABI OSHIORENOYA E;;PARTHASARATHY VIVEK,,https://lens.org/174-022-132-592-78X,Patent Application,PENDING
352,TW,A,TW 202221131 A,173-475-994-257-163,2022-06-01,2022,TW 110129386 A,2021-08-10,2020-08-10,Production of an oligosaccharide mixture by a cell,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAA;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/173-475-994-257-163,Patent of Addition,PENDING
353,NZ,A,NZ 732073 A,042-278-757-406-302,2019-04-26,2019,NZ 73207315 A,2015-12-08,2014-12-08,Soluble universal adcc-enhancing synthetic fusion gene and peptide technology and its use thereof,1GLOBE BIOMEDICAL CO LTD,LI CHIANG;;UNNIRAMAN SHYAM,,https://lens.org/042-278-757-406-302,Patent Application,PENDING
354,TW,A,TW 202219275 A,043-497-083-392-405,2022-05-16,2022,TW 110129455 A,2021-08-10,2020-08-10,Production of GlcNAc containing bioproducts in a cell,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;COUSSEMENT PIETER;;DECOENE THOMAS;;LANNOO NAUSICAA;;PETERS GERT;;VANDEWALLE KRISTOF;;VERCAUTEREN ANNELIES,,https://lens.org/043-497-083-392-405,Patent of Addition,PENDING
355,AU,A1,AU 2015/360642 A1,051-061-860-656-384,2017-06-08,2017,AU 2015/360642 A,2015-12-08,2014-12-08,Soluble universal ADCC-enhancing synthetic fusion gene and peptide technology and its use thereof,1GLOBE BIOMEDICAL CO LTD,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/051-061-860-656-384,Patent Application,ACTIVE
356,CA,A1,CA 2968987 A1,097-834-881-213-129,2016-06-16,2016,CA 2968987 A,2015-12-08,2014-12-08,SOLUBLE UNIVERSAL ADCC-ENHANCING SYNTHETIC FUSION GENE AND PEPTIDE TECHNOLOGY AND ITS USE THEREOF,1GLOBE BIOMEDICAL CO LTD,LI CHIANG J;;UNNIRAMAN SHYAM,,https://lens.org/097-834-881-213-129,Patent Application,PENDING
357,CN,A,CN 105420266 A,089-381-536-806-987,2016-03-23,2016,CN 201510903801 A,2015-12-09,2015-12-09,Method for constructing high-producing strains of genetic engineering salinomycins,UNIV ZHEJIANG,LI YONGQUAN;;GUAN WENJUN;;LI HAN;;ZHU ZHENHONG,,https://lens.org/089-381-536-806-987,Patent Application,DISCONTINUED
